,Producto,Marca,Cantidad(g),Caloria(kcal),Grasa(g),Carbohidrato(g),Proteina(g)
961,Alfajor de Chocolate Blanco,Cachafaz,40 ,249,9.3,36.0,5.0
962,Milanesa de Soja Capresse,Frioteka,por 1 milanesa ,214,10.0,14.0,17.0
963,Galletas de Arroz Dulces,Arromed,30 ,68,0.0,15.0,1.0
964,Brownie de Algarroba Light,Epuyen,60 ,174,6.8,20.5,6.0
965,Patitas de Pollo (7),Granja del Sol,130 ,276,8.0,36.0,15.0
966,Dulce de Leche Tradicional,La Lácteo,20 ,65,1.3,12.0,1.2
967,Madalenas Dulce de Leche,Bimbo,40 ,153,5.3,24.0,2.5
968,Barra de Cereal Original,Cereal Mix,23 ,93,2.8,15.0,1.6
969,Yogurt Colchón de Frutilla,Ser,175 ,95,1.9,13.0,6.5
970,Sublime Dulce de Leche,SanCor,por 100 ,159,3.5,28.0,3.9
971,Empanada de Soja Texturizada,Finca Natural,por 1 unidad ,151,8.5,14.0,4.5
972,Dulce de Leche Clásico,La Serenísima,20 ,64,1.7,11.0,1.1
973,Alfajor Jorgito de Chocolate ,Jorgito,55 ,219,8.8,31.0,3.2
974,Mermelada Light de Naranja,Arcor,20 ,27,0.0,7.0,0.0
975,Galletas de Arroz Dulces,Frisbix,8 ,29,0.22,6.01,0.71
976,Galletitas de Agua Light,Leiva,30 ,126,2.7,22.0,3.4
977,Cerealitas Semillas de Lino,Cerealitas,30 ,134,4.5,19.0,3.3
978,Mermelada de Damasco Light ,Carrefour,20 ,25,0.0,6.0,0.2
979,Barra de Cereal Ciruela,Cereanola,21 ,83,1.6,14.0,1.0
980,Barra Crocante de Arroz,Egran,60 ,239,0.5,57.0,1.7
981,Lomo de Cerdo Cocido,Paladini,40 ,38,1.4,0.0,6.4
982,Queso de Crema Light,San Ignacio,30 ,48,3.6,2.6,1.2
983,Mermelada de Frutilla Light,Dulcor,20 ,26,0.0,6.0,0.0
984,Tapas de Empanadas Criollas,La Salteña,27 ,86,3.0,13.0,1.8
985,Barra de Cereal Manzana,Ser,23 ,64,0.9,15.0,1.1
986,Dulce de Membrillo Light,Orieta,40 ,34,0.0,8.5,0.0
987,Cappuccino Espuma de Vainilla ,La Virginia,15 ,62,1.8,8.9,2.7
988,Pan de Molde Multigrano,Jumbo,50 ,145,4.5,24.0,2.0
989,Alfajor Integral de Chocolate,Murke,45 ,176,7.3,24.2,3.4
990,Mermelada de Durazno Light,Emeth,20 ,24,0.0,6.0,0.0
991,Empanada Salteado de Vegetales,El Noble,80 ,192,8.4,25.6,7.4
992,Barra de Cereal Cappuccino,Cereal Mix,26 ,110,3.8,18.0,1.3
993,Tirabuzón Mix de Sabores,Knorr,80 ,278,1.0,58.0,9.6
994,Mermelada de Frutilla Light,Cormillot,20 ,24,0.0,6.0,0.0
995,Mermelada de Ciruela Light,Dia,20 ,27,0.0,7.0,0.0
996,Postre de Chocolate (95g),Dia,95 ,148,2.9,28.0,2.8
997,Jugo de Naranja Light ,Baggio,200ml ,34,0.0,7.8,0.7
998,Mermelada de Durazno Light,Carrefour,20 ,28,0.0,6.9,0.0
999,Mix de Frutas Secas,Farmacity,15 ,47,3.6,2.1,1.1
1000,Mermelada Light de Mango,la Tranquilina,20 ,27,0.0,6.4,0.0
1001,Snack de Pizza Fugazzeta,Kes Bun,25 ,105,1.7,21.0,1.3
1002,Galletas de Arroz Integral,Grandiet,30 ,116,2.0,22.0,2.5
1003,Galletas de Arroz Bañadas,Lulemuu,22 ,99,4.7,13.0,1.3
1004,Mousse de Banana Split,My Urban Food,120 ,132,5.5,15.4,5.2
1005,Harina de Arroz Integral,Yin Yang,50 ,184,1.0,40.0,3.7
1006,Pan Dulce de Chocolate ,Nevares,80 ,307,12.0,44.0,5.8
1007,Yogur Entero de Vainilla,Dia,200 ,182,4.8,28.0,6.2
1008,Harina de Trigo 0000,Morixe,50 ,166,0.0,35.0,5.0
1009,Mermelada de Frutilla Light ,Dia,20 ,26,0.0,7.0,0.0
1010,Pascualina Mix de Semillas ,La Salteña,30 ,98,3.7,14.0,2.1
1011,Tostadas de Arroz Light ,Farmacity,30 ,116,0.0,24.0,3.0
1012,Salsa de Soja Light,La Parmesana,10ml ,3,0.0,0.0,0.0
1013,Medallones de Carne Vacuna ,M&K,80 ,167,11.0,1.4,15.0
1014,Postre de Chocolate Light ,Exquisita,120 ,73,1.8,10.0,4.1
1015,Mermelada Light de Maracuya,la Tranquilina,20 ,27,0.0,6.4,0.2
1016,Postre de Vainilla Light,Dia,por 100 ,108,1.8,21.0,2.3
1017,Queso de Crema Light,La Paulina,30 ,33,1.6,3.0,1.7
1018,Paleta de Cerdo Cocida,La Anónima,40 ,48,2.0,0.6,6.9
1019,Ironbar Mousse de Limón,Gentech,46 ,187,6.9,18.0,16.0
1020,Puré de Papa Instantáneo,Knorr,por 100 ,67,2.3,10.0,1.9
1021,Pasta de Legumbres Lenteja,Wakas,80 ,270,2.0,44.0,19.0
1022,Copos de Maíz Azucarados ,Lasfor,30 ,109,0.0,26.0,1.3
1023,Dulce de Batata Light ,Emeth,40 ,64,0.0,16.0,0.0
1024,Barra Crocante de Arroz,Nat,20 ,78,1.1,16.0,1.0
1025,Mermelada de Cereza Negra,La Tranquilina,20 ,26,0.0,6.8,0.0
1026,Tostaditas de Arroz Integral,Arrocitas,30 ,99,0.5,21.5,2.3
1027,Tostadas de Arroz CLASICAS,Molinos Ala,30 ,99,0.9,20.0,2.6
1028,Hamburguesa de Tomate Seco,Burganas,115 ,108,1.0,20.0,4.8
1029,Galletas de Arroz Cuadradas,Greating,33 ,131,1.2,26.0,4.1
1030,Alfajor de Chocolate Blanco,La Quinta,68 ,274,12.0,32.0,9.4
1031,Lemon Bar de Arroz,Gallo,20 ,89,4.1,12.0,1.0
1032,Bebible de Frutos Rojos ,Felices las Vacas,200 ,213,13.0,15.0,5.0
1033,Pasas de Uva Negra,El Peoncito,30 ,90,0.1,24.0,0.9
1034,Medallones de Chia & Calabaza,Soyland,75 ,113,0.0,22.0,5.2
1035,Rocío Vegetal de Girasol,Molto,por 1 seundo de aplicación  ,5,0.6,0.0,0.0
1036,Pasta Seca de Espinaca,Troncoso,80 ,272,4.4,47.0,11.0
1037,Bombón de Chocolate Relleno,Benot,17 ,31,1.0,10.0,0.0
1038,Pasta de Maní Proteica,Olympic,40 ,396,22.8,17.6,34.3
1039,Tostaditas de Arroz Clásicas ,Molinos Ala,30 ,113,1.3,23.0,2.3
1040,Tarteleta de Frutas Secas,Hausbrot,40 ,193,12.0,18.6,4.6
1041,Pan Integral de Centeno,Bread Net,50 ,128,3.2,21.0,3.8
1042,Copos de Maíz Azucarados,Granix,31 ,119,0.1,28.0,1.5
1043,Mermelada de Frutilla Light ,Orieta,20 ,36,0.0,9.0,0.0
1044,Milanesas de Carne Vacuna,COTO,125 ,219,3.6,25.0,21.0
1045,Barra de Arroz Chocolate,Crowie,12 ,48,2.0,5.9,1.5
1046,Tostadas de Pan Light,Jumbo,30 ,108,0.9,22.0,3.5
1047,Vauquibar Mix de Semillas,Vauquita,22 ,69,0.3,15.6,1.1
1048,Mermelada de Higo Light,Dulcor,20 ,26,0.0,6.0,0.0
1049,Crema de Maní Proteica ,Hardy,20 ,142,9.9,3.6,9.7
1050,Mermelada Dietética de Arándanos ,Trini,20 ,18,0.0,6.0,0.0
1051,Jugo de Naranja Exprimido ,Dia,200ml ,84,0.0,18.0,1.9
1052,Pudding Crujiente de Chocolate,Grupo Almar,60 ,272,15.0,30.0,4.4
1053,Tostaditas de Arroz Integral,Yin Yang,30 ,128,0.5,28.0,2.9
1054,Ensalada de Atún Mixta,La Anónima,60 ,78,4.1,4.5,5.9
1055,Crema de Maní Proteica ,Byour Food,17 ,95,7.7,1.5,4.9
1056,Proteína de Soja Texturizada,Schatzi,por 100 ,495,9.0,28.0,48.0
1057,Leche de Almendras Chocolate,Green Food Makers,200ml ,54,4.5,0.0,3.2
1058,Ensalada de Hortalizas (130g),Oderich,130 ,74,1.0,11.0,5.0
1059,Crema de Maní Natural,Hardy,25 ,119,9.9,2.7,4.8
1060,"Galletitas de Algarroba, Canela, Pasas de Uva y Girasol",Canvas,30 ,136,4.6,22.0,1.9
1061,Barra de Arroz con Semillas Sabor Dulce de Leche,Lulemuu,20 ,58,2.7,7.5,0.8
1062,Helado de Crema con Salsa de Durazno sin Azúcar ,Grido,80 ,123,6.2,13.8,3.0
1063,Pan Integral de Centeno ,La Zaranda,50 ,140,2.0,29.0,5.0
1064,Mermelada Light de Naranja,Noel,20 ,28,0.0,7.0,0.0
1065,Alfajor Triple de Fruta,Guaymallen ,35 ,136,2.2,28.0,1.2
1066,Barra de Arroz Dulce,Jumbo,60 ,239,0.5,57.0,1.7
1067,Vizzio Granos de Cafe,Bonafide,25 ,119,5.3,16.0,1.9
1068,Harina de Trigo Sarraceno,La Esquina de las Flores,30 ,340,0.5,21.0,3.0
1069,Alfajor de Chocolate Blanco,Alfa Pampa,60 ,221,8.1,33.6,3.6
1070,Queso Untable de Almendras,Felices las Vacas,50 ,64,5.6,3.1,1.3
1071,Pan de Mesa Lacteado,Tio Guis,por 100 ,273,0.0,55.3,6.5
1072,Tableta Dulce de Leche,Freddo,50 ,139,8.0,14.0,2.7
1073,Crema de Leche Liviana,La Serenísima,15ml ,20,1.8,0.6,0.4
1074,Barra de Cereal Sport,Granix,26 ,97,2.5,12.0,6.6
1075,Powerfood Colchón de Frutilla,Ser,160 ,93,2.2,12.0,6.3
1076,Hamburguesa de Carne Vacuna,COTO,80 ,196,16.0,0.0,13.0
1077,Salsa de Soja Cremosa ,Fumeiga,13 ,5,0.0,1.0,0.0
1078,Helado Dulce de Leche,Too Good,60 ,77,0.6,15.0,3.0
1079,Leche de Almendras Original,Vrink,por 100ml ,31,1.1,4.8,0.5
1080,Queso Untable de Salame,Tremblay,30 ,82,7.8,0.0,3.0
1081,Suprema de Merluza Rebozada,COTO,130 ,149,5.0,14.0,11.0
1082,Pure de Papas Instantáneo,Carrefour,20 ,65,0.0,15.0,1.4
1083,Spaghetti Libre de Gluten,Matarazzo,80 ,271,0.2,61.0,6.1
1084,Barrita de Arroz Limón,Crowie,12 ,56,3.0,5.9,1.3
1085,Barra de Cereal Granola,Granix,23 ,91,2.3,17.0,1.0
1086,Yogur Dulce de Leche,Tregar,125 ,128,3.8,18.0,5.4
1087,Te Concentrado de Hierbas,Herbalife,por 100ml ,6,0.0,1.4,0.0
1088,Pan de Campo Semillado,La Santiagueña,50 ,128,1.7,25.0,3.3
1089,Mini Galletita de Limón,Havanna,14 ,62,3.0,9.0,0.7
1090,Tirabuzón Mix de Legumbres ,Matarazzo,80 ,288,1.4,64.0,4.9
1091,Barra de Frutos Secos,Bimbo,30 ,152,10.0,10.0,4.5
1092,Minis Tostaditas de Arroz ,Molinos Ala,30 ,107,0.4,23.0,2.6
1093,Sopa Instantánea de Zapallo,Dia,10 ,17,0.0,2.6,1.7
1094,Alfajor Dulce de Leche,Chammas,40 ,153,7.1,21.2,1.0
1095,Yogurt Firme de Arándanos,Ser,195 ,78,0.0,11.0,8.5
1096,Alfajor Triple de Chocolate,Guaymallen ,35 ,253,6.4,45.0,4.0
1097,Tostadas de Arroz Dulces,Risky Dit,30 ,108,0.2,25.1,1.5
1098,Flan de Chocolate Light,Emeth,127 ,46,0.0,7.0,5.0
1099,Galletitas Maria de Vainilla,Dale,30 ,110,3.0,19.0,1.8
1100,Barra de Cereal Frutilla,Granix,23 ,90,2.3,16.0,1.2
1101,Tostadas de Arroz Clásicas ,Molinos Ala,30 ,99,0.9,20.0,2.6
1102,Alfajor Dulce de Leche ,Cerro Azul,55 ,206,6.6,34.0,2.7
1103,Super Dulce de Leche,Cormillot,120 ,166,7.7,12.0,6.3
1104,Hamburguesa de Cebolla Caramelizada,Burganas,115 ,124,2.2,21.0,5.0
1105,Proteína de Colágeno Hidrolizado ,Vitatech,8 ,30,0.0,1.1,6.3
1106,Crema de Maní Chocolate,Hardy,25 ,119,10.0,2.5,4.5
1107,Pasta de Porotos Rojos,Legume,80 ,273,0.7,45.0,19.0
1108,Harina de Trigo Sarraceno,Celidarina,50 ,172,1.5,36.0,3.6
1109,Extracto Doble de Tomate,Inca,30 ,22,0.0,3.0,1.0
1110,Granos de Choclo Enteros,Ciudad del Lago,130 ,44,0.0,7.0,4.0
1111,Sopa Quick de Zanahoria,Knorr,13 ,45,0.8,9.4,0.0
1112,Aceite de Coco Neutro,Chia Graal,13 ,112,13.0,0.0,0.0
1113,Alfajor Dulce de Leche,Guaymallen ,38 ,152,5.2,24.0,2.2
1114,Yogurt Firme de Vainilla,Ser,195 ,82,0.0,12.0,8.4
1115,Salchichas Cocidas de Pollo,Granja Tres Arroyos,50 ,96,6.7,2.9,6.1
1116,Pan de Salvado Doble,La Española,50 ,135,1.2,26.0,4.4
1117,Mermelada de Frambuesa Light,Masseube,20 ,31,0.0,7.5,0.0
1118,Fiambre de Pollo Light,La Casona,por 100 ,91,1.0,7.9,13.0
1119,Helado de Chocolate Light,Freddo,60 ,84,3.0,9.0,3.0
1120,Mermelada de Frutilla Light,Los Nietitos,20 ,26,0.0,6.6,0.0
1121,Hamburguesa de Soja Tradicional,Vegetalex,75 ,104,4.7,4.4,11.0
1122,Mermelada de Frambuesa Light,Dia,20 ,26,0.0,6.0,0.0
1123,Mermelada Dietética de Frutilla,Abedul,20 ,31,0.0,7.8,0.0
1124,Barra de Cereal Manzana,Cereanola,21 ,84,2.2,15.0,0.9
1125,Mermelada Light de Frutilla,Caroyense,20 ,24,0.0,6.0,0.2
1126,Mix de Vegetales Congelados,Dia,por 100 ,72,1.0,12.0,3.8
1127,Mermelada de Frutilla Light,Emeth,20 ,22,0.0,5.0,0.0
1128,Pan de Salvado Fit,Bimbo,50 ,102,0.4,20.0,4.7
1129,Dulce de Leche Light,SanCor,20 ,55,0.0,12.0,1.3
1130,Galletas de Arroz Light ,Breviss,30 ,116,0.0,24.0,2.0
1131,Crema de Leche Doble,Ilolay,15ml ,71,7.5,0.0,0.0
1132,Galletas de Arroz Integral ,Frisbix,30 ,106,0.8,22.0,2.6
1133,Mini Tortillas de Papa,McCain,105 ,159,7.8,16.0,6.4
1134,Baño de Repostería Semiamargo,Aguila,25 ,140,9.5,13.0,1.1
1135,Patitas de Pollo (1),Granja del Sol,por 1 patita ,54,3.14,4.0,1.4
1136,Bizcochos Dulces de Hojaldre,Carrefour,25 ,131,7.4,14.0,1.7
1137,Chocolateria Dulce de Leche,Georgalos,14 ,58,2.8,7.0,0.9
1138,Helado de Crema Marmolada,Dia,60 ,94,3.7,11.0,4.0
1139,Mermelada de Durazno Light ,Orieta,20 ,36,0.0,9.0,0.0
1140,Salsa de Chocolate Light,La Parmesana,20ml ,28,0.0,6.5,0.0
1141,Mostachol Mix de Sabores,Knorr,80 ,281,1.0,58.0,10.0
1142,Bocadito Dulce de Leche,Nevares,23 ,99,4.4,14.0,0.9
1143,Dulce de Leche Granizado,Grido,60 ,107,7.5,16.0,1.7
1144,Pechugas de Pollo Rebozadas,Sadia,130 ,230,8.9,20.0,18.0
1145,Alfajor Dulce de Leche,Balcarce,50 ,188,5.2,32.0,3.2
1146,Barra de Cereal Frutilla,Ser,23 ,61,0.6,15.0,1.1
1147,Barritas de Arroz Saladas,Crowie,30 ,111,0.8,25.0,1.0
1148,Chorizo Fresco de Cerdo,Cabaña Argentina,50 ,112,8.9,0.0,8.0
1149,Mantequilla de Maní Natural,Byour Food,17 ,95,7.7,1.5,4.9
1150,Mermelada Light de Pera,Caroyense,20 ,25,0.0,6.0,0.2
1151,Dulce de Membrillo Light,Emeth,40 ,64,0.0,16.0,0.0
1152,Milanesa de 4 Vegetales,Granja del Sol,80 ,186,8.9,23.0,3.3
1153,Crema de Leche Doble,Milkaut,15ml ,65,6.9,0.4,0.2
1154,Galletas de Arroz Multicereal,Macrobiotica,30 ,113,1.0,23.0,3.0
1155,Mermelada de Frutilla Light,Carrefour,20 ,29,0.0,7.0,0.0
1156,Tostadas de Pan Light,COTO,30 ,108,0.9,22.0,3.5
1157,Lomo de Cerdo Cocido,Lario,40 ,45,1.2,0.0,8.2
1158,Cóctel de Frutas Light,Dulcor,140 ,45,0.0,9.0,1.4
1159,Alfajor Mousse de Naranja,sin Culpa,35 ,151,6.8,21.0,1.5
1160,Chorizo Fresco de Cerdo,Paladini,50 ,143,12.0,0.8,7.6
1161,Granos de Choclo Amarillo,La Banda,130 ,77,2.2,10.0,3.9
1162,Galletas de Coco Proteifine ,Ysonut,25 ,89,4.8,3.0,9.2
1163,Tostadas de Pan Multicereal,COTO,30 ,120,1.9,22.0,3.5
1164,Chop Suey de Pollo,Cormillot,320 ,220,5.9,20.0,24.0
1165,Paté de Foie Light,Swift,10 ,14,0.9,0.0,1.2
1166,Queso de Crema Light,Dia,30 ,48,3.6,1.6,2.8
1167,Paleta de Cerdo Cocida,Paladini,33 ,32,1.2,0.0,5.0
1168,Ñoquis de Calabaza Light ,La Salteña,por 100 ,192,1.5,39.0,5.6
1169,Empanada de Carne Suave ,El Noble,80 ,167,8.0,22.0,6.0
1170,Milanesa de Soja Napolitana,Dia,80 ,173,2.9,33.0,13.0
1171,Caldo de Verduras Dietético,Caldiet,250ml ,9,0.0,1.0,0.0
1172,Mermelada de Arándanos Light,Dia,20 ,26,0.0,7.0,0.0
1173,Dulce de Leche Light,Dia,20 ,56,0.0,12.0,1.0
1174,Mermelada Light de Durazno,la Tranquilina,20 ,18,0.0,6.8,0.0
1175,Helado de Banana Split,Vacalin,60 ,128,4.0,20.0,3.0
1176,Galletas de Arroz Integral,Ceral,por 100 ,324,2.7,66.0,8.4
1177,Brownie de Algarroba Light,Epuyen,35 ,99,4.0,12.0,3.5
1178,Pan de Mesa Familiar,Dia,50 ,120,0.3,24.0,5.3
1179,Dulce de Leche (22g),Chocoarroz,22 ,99,5.1,12.0,1.3
1180,Supremas de Pollo Rebozadas,COTO,125 ,189,1.4,22.0,22.0
1181,Té Concentrado de Hierbas,Herbalife,2 ,5,0.0,1.3,0.0
1182,Copos de Maíz Azucarados ,Dia,30 ,112,0.2,26.0,1.6
1183,Barra de Cereal Manzana,Quaker,20 ,69,0.6,15.0,0.8
1184,Levadura de Cerveza Virgen,Calsa,20 ,64,0.0,6.8,8.7
1185,Mermelada de Frutos Rojos,BC,20 ,29,0.0,7.1,0.0
1186,Postre Dulce de Leche,Ser,100 ,94,1.1,17.0,3.9
1187,Galletitas de Agua Light,Express,30 ,127,3.1,22.0,3.2
1188,Mermelada de Durazno Light,Molto,por 100 ,135,0.0,33.0,0.0
1189,Pan Blanco de Mesa,Practi Pan,50 ,121,1.5,24.0,3.2
1190,Sopa Crema de Cebolla,Knorr,18 ,58,0.6,12.0,1.4
1191,Barra de Cereal Frutilla,Quaker,30 ,114,2.4,21.0,2.2
1192,Pasta de Maní Crocante,Oddi's,20 ,119,9.8,2.6,5.1
1193,Sopa de Vegetales Deshidratada,Carrefour,8 ,26,0.7,4.5,0.0
1194,Pan Libre de Gluten,Atomo,50 ,127,1.5,26.0,2.0
1195,PASTA de MANÍ COCO,ENTRE NUTS,15 ,89,8.0,1.6,3.8
1196,Pan Lacteado de Mesa,Carrefour,50 ,121,1.7,23.0,3.9
1197,Pasta de Sesamo Tahini,Sytari,20 ,126,11.0,4.2,3.4
1198,Nuggets de Pollo Crocantes,Sadia,130 ,313,17.0,23.0,16.0
1199,Alfajor de Arroz Chocolate,Donn,14 ,71,3.7,8.4,1.0
1200,Bocaditos de Pollo Rebozados,Granja Tres Arroyos,60 ,155,9.3,11.0,6.8
1201,Pechuga de Pavo Feteada,COTO,por 40 ramos  ,28,0.2,0.8,5.7
1202,Crackers Mix de Semillas,Shiva,25 ,109,4.7,15.0,1.5
1203,Helado de Banana Split,Freddo,60 ,116,4.2,17.0,2.5
1204,Sopa de Vegetales Light,Knorr,9 ,24,0.0,6.0,0.0
1205,Mermelada de Frutilla Light,Alco,20 ,27,0.0,6.5,0.0
1206,Levadura de Cerveza Natural,Nutrileva,20 ,64,0.0,6.8,8.7
1207,Mermelada de Naranja Light,Emeth,20 ,24,0.0,6.0,0.0
1208,Sabores de la Vida,Gaona Star,35 ,158,6.3,23.0,2.3
1209,Turrón de Maní Light,Arcor,25 ,80,2.0,14.0,1.7
1210,Pan Lactal de Mesa,Lactal,50 ,126,1.7,23.0,4.7
1211,Mermelada de Ciruela Light,Emeth,20 ,24,0.0,6.0,0.0
1212,Tortilla de Trigo Integral,Grun,50 ,123,3.0,19.5,3.3
1213,Dulce de Leche Clasico,Primer Precio,20 ,64,1.4,12.0,1.3
1214,Tortillas de Trigo Integrales,Deli Pan,50 ,120,3.0,20.0,3.3
1215,Salsa de Queso Cheddar,Tahití,10 ,39,3.9,0.75,0.0
1216,Tofu Pasta de SOJA,Soyana,50 ,73,4.5,1.2,6.9
1217,Leche de Nuez Pecan,Pampa Vida,200 ,60,6.5,1.0,1.0
1218,Tortillas de Quinoa Integrales,Aiken,50 ,160,4.3,26.0,4.3
1219,Semillas de Girasol Peladas,El Peoncito,15 ,87,7.5,3.6,2.8
1220,Medallones de Carne Vacuna,Opi,80 ,151,9.7,4.4,12.0
1221,Milas Grandes de Soja,Lucchetti,80 ,244,11.0,25.0,11.0
1222,Bebida de Almendras Original ,Dia,200ml ,54,3.2,5.1,1.2
1223,Barritas de Mix Energético,Orann,25 ,89,2.3,15.0,4.9
1224,Crema de Caju Capresse,Vivet,30 ,34,2.24,2.7,0.8
1225,Barra de Chocolate Semiamargo,Benot,17 ,80,6.0,2.0,1.0
1226,Tostadas de Pan Dietéticas,Tosti,24 ,85,0.7,17.0,2.8
1227,Pollo con Salsa de Zanahorias y Puré de Batata,Cormillot,260 ,333,7.2,40.0,27.0
1228,Cookies con Chips de Baño de Repostería con Leche,Bauducco,40 ,181,9.2,22.0,2.5
1229,Medallón de Quinoa Mix de Hongos y Porotos Negros,Nutree,por 100 ,157,2.9,27.0,5.7
1230,Barra de Cereales con Almendras y Chips de Chocolate ,Cerealitas,23 ,98,3.2,15.0,1.4
1231,Alfajor de Dulce de Leche Cubierto con Chocolate Blanco,Tofi,73 ,291,10.0,45.0,5.2
1232,Queso de Crema Light,Tremblay,30 ,55,2.3,0.9,7.7
1233,Tirabuzón Libre de Gluten,Matarazzo,80 ,293,1.4,66.0,4.5
1234,Mermelada de Durazno Light,Cuisine & Co,20 ,28,0.0,7.0,0.0
1235,Alfajor Negro de Frambuesa ,Entre Dos,55 ,228,12.0,28.0,2.0
1236,Vida Postre de Chocolate ,SanCor,por 100 ,90,0.0,19.0,3.4
1237,Baño de Repostería Semiamargo,Georgalos,25 ,151,11.0,13.0,0.8
1238,Empanadas de Carne Suave,Dia,70 ,127,8.4,17.0,4.6
1239,Crema de Maní Coco,Hardy,25 ,120,10.0,2.7,4.7
1240,Arroz de la Huerta,Knorr,60 ,259,4.8,49.2,4.7
1241,Vida Colchón de Frutilla,SanCor,160 ,83,0.0,15.0,6.1
1242,Fideos de Poroto Rojo,Makarona,por 100 ,317,1.0,60.0,17.0
1243,Mermelada Dietética de Durazno,Cuarto Creciente,20 ,6,0.02,1.4,0.07
1244,Galletitas de Chocolate Rellenas,Dia,por 100 ,472,23.5,71.0,6.5
1245,Mermelada Dietética de Durazno,Abedul,20 ,31,0.0,7.8,0.0
1246,Dulce de Leche Repostero,La Serenísima,20 ,62,1.5,11.0,1.5
1247,Postre de Chocolate Light,Dia,95 ,106,0.4,23.0,2.7
1248,Flan de Vainilla Light,Dia,125 ,158,1.6,33.0,3.3
1249,Caldo de Gallina Deshidratado ,Knorr,5 ,12,0.9,0.6,0.0
1250,Tostada de Pan Integral ,Burger King,30 ,127,2.0,23.0,4.0
1251,Dulce de Leche Light,Grandiet,20 ,48,0.0,10.0,1.0
1252,Pan de Salvado Doble,Fargo,50 ,114,1.6,20.0,4.7
1253,Tostadas de Pan Salvado,Jumbo,30 ,111,1.3,21.0,3.5
1254,Yogur Bebible de Banana,Dahi,200 ,184,5.4,28.0,6.8
1255,Galletas de Arroz Dulces ,Rincon Integral,por 100 ,374,2.4,80.0,7.9
1256,Palitos de la Selva,Stani,21 ,83,1.0,18.0,0.0
1257,Mermelada de Durazno Light,Marolio,20 ,26,0.0,6.6,0.0
1258,Crema de Leche Light,SanCor,15ml ,28,2.7,0.7,0.3
1259,Sopa de Pollo Picante,Maruchan,64 ,283,11.0,39.0,6.9
1260,Torta Chips de Chocolate,Exquisita,60 ,221,11.0,27.0,3.4
1261,Fideos Cabello de Angel,Knorr,80 ,268,0.0,56.0,10.0
1262,Mermelada de Frutilla Light,Molto,20 ,28,0.0,6.6,0.0
1263,Mermelada Light de Frambuesa,la Tranquilina,20 ,24,0.0,6.7,0.0
1264,Semillas de Zapallo Tostado ,For Good,15 ,84,7.1,0.0,5.0
1265,Dulce de Leche Repostero,Ilolay,20 ,65,1.6,11.0,1.6
1266,Yogurt Batido de Vainilla,Ser,120 ,73,1.4,10.0,5.0
1267,Pan de Salvado Light,Val Maira,50 ,119,1.3,21.4,4.9
1268,Mermelada Light de Membrillo,La Tranquilina,20 ,27,0.0,6.4,0.0
1269,Pasta de Maní Cacao,ENTRE NUTS,15 ,87,7.0,1.7,3.9
1270,Mermelada de Ciruela Light,Alco,20 ,27,0.0,6.5,0.0
1271,Mousse Dulce de Leche,Ser,70 ,108,4.9,13.0,3.0
1272,Manteca de Maní Chocolate ,Mani King,20 ,117,9.3,4.3,4.2
1273,Barrita de Frutos Rojos,Laddubar,30 ,120,4.2,19.0,1.6
1274,Galleta de Arroz Integral,Cooperativa,30 ,113,1.2,23.0,2.6
1275,Galletita Rellena de Cacao,Nat,30 ,160,9.3,17.0,2.0
1276,la Planta de Café,Cabrales,7 ,28,0.5,5.0,1.1
1277,Pan de Campo Proteico,Molens,60 ,186,3.5,29.0,9.6
1278,Pan de Mesa Blanco,Bimbo,50 ,117,0.9,23.0,3.9
1279,Pasta de Mani Crocante,ENTRE NUTS,15 ,89,7.5,1.7,3.9
1280,Galletas de Arroz Dulces,Dia,25 ,94,0.6,20.0,2.1
1281,Semillas de Chia Enteras,The Happy Snack,7 ,29,1.9,1.7,1.3
1282,Tostadas de Arroz Clásicas,Manieri,30 ,100,0.3,24.0,2.1
1283,Turrón Blando de Coco,Georgalos,20 ,86,2.3,16.0,0.2
1284,Alfajor Triple de Membrillo,Guaymallen ,35 ,119,1.9,25.0,1.1
1285,Pan de Mesa Multicereal,Dia,50 ,126,1.6,23.0,4.8
1286,Tostadas de Arroz Clasicas,Risky Dit,30 ,114,0.4,25.0,2.1
1287,Harina de Trigo 000,Morixe,por 100 ,332,1.0,70.0,10.0
1288,Dips de Arroz Horneados,Molinos Ala,30 ,102,0.6,22.0,2.5
1289,Tostadas Integrales de Arroz,Molinos Ala,30 ,99,0.9,20.0,2.7
1290,Dulce de Leche Light,Vacalin,20 ,40,0.0,7.4,1.3
1291,Pasta Multicereal de Maiz ,Maizena,80 ,290,0.6,65.0,6.2
1292,Turrón Crocante de Maní,Bonafide,20 ,109,6.4,9.2,3.6
1293,Pasta de Porotos Negros,Legume,80 ,273,1.1,49.0,18.0
1294,Tostadas de Arroz Dulces,Carilo,30 ,99,0.4,23.0,1.0
1295,Postre Dulce de Leche,Yatasto,por 100 ,136,3.3,23.0,3.1
1296,Mix de Frutas Secas,The Happy Snack,25 ,107,5.5,12.0,2.3
1297,Galletas de Arroz Dulces,Dos Hermanos,30 ,114,0.7,23.0,2.7
1298,Sopa Lista de Vegetales,Alicante,13 ,47,0.8,8.9,1.0
1299,Tapa de Tarta Criolla,La Salteña,30 ,91,2.9,14.0,2.0
1300,Galletas Mix de Semillas,NS,30 ,130,4.1,21.0,2.9
